n,x,y,dbh,canopy_radius,height,fruiting_jan,fruiting_feb,fruiting_mar,fruiting_apr,fruiting_may,fruiting_jun,fruiting_jul,fruiting_aug,fruiting_sep,fruiting_oct,fruiting_nov,fruiting_dec,genus,species,status
600,42,49,8.2,3.425,9,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
601,47,44,23.6,3.65,18.5,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
602,41,45,6.8,1.225,8,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
603,47,48,9.3,2.15,11,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
604,49,48,12.1,1.75,12.5,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
605,50,47,8.5,1.425,10,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,havilandii,untouched
606,40,47,10.4,2.325,9,0,0,0,0,0,0,0,1,0,0,0,0,Memecylon,sp. 1,untouched
607,50,56,11.9,2.3,11.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
608,48,55,9.4,2,8.5,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
609,53,55,9.5,1.575,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
610,52,54,14.3,2.025,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Blumeodendron,tokbrai (elateriospermum),untouched
611,51,53,18.3,2.75,17.5,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,havilandii,untouched
612,52,53,6.1,1.25,8,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
613,50,42,54.7,3.575,27.7185790370726,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,havilandii,untouched
614,51,41,13.8,3.75,15.5,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,havilandii,untouched
615,57,40,17,3.1,15,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
616,54,44,11.4,2.125,13,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
617,55,42,7.1,2,8.5,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
618,51,45,10.5,1.45,12,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
619,53,47,10.4,2.1,11,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
620,56,46,7.8,1.35,12.5,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
621,58,47,7.2,1.875,11,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. grandis var. rufofusca (cf. rufo-fusca),untouched
622,56,48,40.6,6.85,25.9334753262422,0,0,0,0,0,0,0,0,0,0,0,0,Lithocarpus,conocarpus,untouched
623,54,49,7,1.45,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. grandis var. rufofusca (cf. rufo-fusca),untouched
624,55,49,6.8,1.075,8,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,havilandii,untouched
625,51,50,30.2,4.125,21.7446008298752,0,0,0,0,0,0,0,0,0,0,0,0,Mezzetia,parviflora (leptopoda),untouched
626,52,51,6.7,1.825,7.5,0,0,0,0,0,0,0,0,0,1,1,0,Maasia (Polyalthia),hypoleuca,untouched
627,51,51,12,1.8,14,0,0,0,0,0,0,0,0,0,0,0,0,Mezzetia,parviflora (leptopoda),untouched
628,50,53,7.7,1.95,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,sclerophyllum,untouched
629,51,54,18,2.325,17.5,1,0,0,0,0,0,0,0,0,0,1,1,Mezzetia,parviflora (leptopoda),untouched
630,51,55,10.7,1.75,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
631,55,54,12.9,2.425,15.5,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
632,57,52,22.5,3.25,17.5,0,0,0,0,0,0,0,0,0,0,0,0,Mezzetia,parviflora (leptopoda),untouched
633,58,53,17,2.45,16,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,squamatum,untouched
634,58,52,16.2,2.825,15,0,0,0,0,0,0,0,0,0,0,0,0,Isonandra,lanceolata,untouched
635,60,53,11.7,2.725,14.5,0,0,0,0,0,0,0,0,0,0,0,0,Xerospermum,laevigatum / noronhianum,untouched
636,60,52,8.9,1.525,9,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
637,59,50,21.1,3.625,16,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
638,62,41,8.1,1.45,11,0,0,0,0,0,0,0,0,0,0,0,0,Licania,splendens,untouched
639,60,45,7.8,2,8,1,0,0,0,0,0,0,0,0,1,1,0,Garcinia,sp. 11,untouched
640,61,46,9.8,1.1875,9,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
641,61,45,19.3,3.225,11,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
642,62,46,13.7,2.175,17,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
643,62,47,11.4,1.825,16,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
644,63,45,8.6,1.8,11,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
645,68,45,8.7,1.675,8,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
646,68,44,15.5,2.725,19.4146744285769,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
647,67,44,28.6,3.6,24.2624936185494,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
648,68,43,28.9,3.45,27.9081919502462,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
649,68,42,25.6,1.825,23.1899153852146,0,0,0,0,0,0,0,0,0,0,0,0,Maasia (Polyalthia),glauca,untouched
650,66,42,13.1,1.675,17,0,0,0,0,0,1,1,1,0,1,0,0,Syzygium,sp. 1 cf. garcinifolia,untouched
651,65,41,25.7,2.1,18,1,1,1,1,1,1,1,1,0,1,1,1,Diospyros,siamang,untouched
652,65,46,19.1,2.25,27.1227022407755,0,0,0,0,0,0,0,2,2,2,0,0,Xylopia,fusca,untouched
653,63,47,30.1,2.65,26.7175060192935,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
654,63,48,24.4,2.7825,21.875005490469,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,cf. hosei (cf. fragrans),untouched
655,64,47,10.5,2.04,17,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
656,61,52,12.1,0.9,20.5537577737465,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. grandis var. rufofusca (cf. rufo-fusca),untouched
657,61,50,11.4,1.5875,19.9447418124245,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. grandis var. rufofusca (cf. rufo-fusca),untouched
658,61,59,11.4,1.7375,10,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
659,63,57,24.9,4.025,24.9061286620553,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
660,64,58,30.4,3.125,34.1202515151668,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
661,64,59,8.6,2.225,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
662,70,59,11.4,0.9,9,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
663,69,57,7.2,1.6425,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
664,67,56,9.2,1.525,15,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
665,67,55,16.3,2.825,20.1,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
666,69,56,29.3,3.1375,17,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
667,68,54,9.4,3.1625,13,0,0,0,0,0,0,0,0,0,0,0,0,Castanopsis,foxworthyii / jaherii,untouched
668,69,54,9.8,3.775,14,0,0,0,0,0,0,0,0,0,0,0,0,Castanopsis,foxworthyii / jaherii,untouched
669,68,53,17.1,2.8075,20,0,0,0,0,0,0,0,0,0,0,0,0,Tristaniopsis,sp. 4,untouched
670,67,51,15.4,2.9,21,0,0,1,1,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus,untouched
671,71,55,36.2,5.0375,34.5331660913082,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
672,73,54,24.1,6.4125,18,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
673,72,54,8.6,1.05,10,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
674,76,55,14.6,2.075,19,0,0,0,0,0,0,0,0,0,0,0,0,Vatica,mangachapoi,untouched
675,78,55,13.4,2.525,14,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
676,74,59,17.3,3.725,10,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
677,73,59,10.3,2.05,9,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
678,77,58,11.3,1.8875,15,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
679,72,51,14.2,2.55,10,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
680,78,53,11.4,2.95,11,0,0,0,0,0,0,0,0,0,0,0,0,Lithocarpus,sp. 1 cf. dasystachys,untouched
681,79,53,9.9,2.85,8,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
682,79,45,8.5,1.125,6,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
683,79,43,6.9,1.775,8,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
684,79,42,9.8,1.7875,11,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
685,72,49,12.2,2.2,10,0,0,0,0,0,0,0,0,0,0,0,0,Garcinia,sp. 1,untouched
686,73,48,16.4,3.15,13,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
687,70,42,10.2,2.3,8,0,0,0,0,0,1,1,1,0,1,0,0,Syzygium,sp. 1 cf. garcinifolia,untouched
688,70,41,11.9,1.8,9,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
689,74,41,8.7,1.3225,11,1,1,1,1,1,1,1,1,0,1,1,1,Diospyros,siamang,untouched
690,74,42,9.2,2.0525,8,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
691,75,41,10.1,1.55,12,0,0,0,0,0,0,0,0,0,1,0,0,Palaquium,pseudorostratum,untouched
692,76,41,10.1,1.825,11,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
693,81,40,16.7,2.95,16,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,squamatum,untouched
694,81,42,11.4,1.55,13.5,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
695,80,42,9.3,1.125,12,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
696,84,49,9.7,2.175,10.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
697,83,42,27.6,4.925,21.3866612589015,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
698,87,46,11.9,1.275,14,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
699,83,47,8.6,3.4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,lappaceum,untouched
700,81,46,12.6,1.95,11.5,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
701,80,46,7.6,1.425,7,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
702,80,48,7.9,1.225,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
703,83,48,21.7,2.35,23.5,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
704,81,48,19.4,3.4,19.7550214941408,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
705,82,48,8.4,1.425,6,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
706,86,44,35.6,3.875,29.2653128707298,0,0,0,0,0,0,0,0,0,0,0,0,Mezzetia,parviflora (leptopoda),untouched
707,89,42,12.7,2.575,13,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
708,80,51,12.4,1.55,14.5,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
709,80,53,12.1,2.3875,13.5,0,0,0,0,0,0,0,0,0,0,0,0,Licania,splendens,untouched
710,81,59,38.2,5.2375,31.5,0,0,0,0,0,0,0,0,0,0,0,0,Koompassia,malaccensis,untouched
711,82,58,9.3,1.675,11,1,0,0,0,0,0,0,0,0,1,1,0,Garcinia,bancana,untouched
712,81,60,11.5,2.125,13,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
713,84,56,21.1,3.1375,16.8,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,havilandii,untouched
714,87,54,10.6,1.925,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
715,87,53,17.2,2.2375,15.5,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
716,85,53,12.1,1.9375,11,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
717,89,40,17.5,2.375,18.5,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
718,92,42,11.8,2.075,11.5,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,cf. evena,untouched
719,93,41,9.7,1.375,12,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
720,96,43,14.1,1.675,13.5,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
721,100,46,23.8,3.625,14,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
722,99,47,13.7,3.375,12.5,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
723,96,47,14.5,2.875,11,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
724,93,47,14.4,1.85,9,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
725,92,46,8.9,1.325,10,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
726,94,47,9.3,2.35,10.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
727,99,50,7.5,1.9,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,havilandii,untouched
728,98,53,7.7,1.8875,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
729,96,53,10.5,1.45,12.5,1,1,0,0,0,0,1,1,1,1,1,1,Aglaia,rubiginosa,untouched
730,98,54,9.7,2.525,10.5,0,0,0,0,0,1,1,1,0,1,0,0,Syzygium,sp. 1 cf. garcinifolia,untouched
731,97,58,7.5,1.9625,9,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
732,98,59,7.5,1.925,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
733,90,59,12.3,2.6875,11,1,0,0,0,0,0,0,0,0,1,1,0,Garcinia,bancana,untouched
734,90,58,14.4,2.05,13,0,0,0,0,0,0,0,0,0,0,0,0,Ilex,hypoglauca,untouched
735,90,53,7.5,2.475,10.5,0,0,0,0,0,0,0,1,1,1,0,0,Xylopia,fusca,untouched
736,0,62,8.6,2.85,8,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
737,4,61,17,2.85,11,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
738,1,66,11.4,2.4125,17,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
739,0,66,8.1,2.95,17,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
740,4,67,6.9,2.5,16,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
741,6,69,8.5,1.2375,11,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
742,6,70,20.5,3.875,11,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
743,6,72,13.1,0.9125,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Blumeodendron,tokbrai (elateriospermum),untouched
744,7,73,6.7,3.25,18,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
745,0,74,13.1,2.0625,15.5,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
746,2,74,6.7,1.375,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
747,3,75,12.6,1.6875,16,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
748,2,78,9.9,1.55,16,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
749,7,74,16.1,2.625,12,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
750,11,71,13.4,3.225,18,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
751,12,74,8.1,1.2625,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
752,13,75,16.2,1.65,10,0,0,0,0,0,1,1,0,0,1,0,0,Tetramerista,glabra,untouched
753,15,78,36.5,5.25,33.0836667545658,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
754,17,78,23.8,3.25,28.1547003559006,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
755,19,79,14.6,1.95,13,0,0,0,0,0,0,0,0,0,0,0,0,Mezzetia,umbellata,untouched
756,19,77,19.7,2.4125,19,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
757,17,77,12,2.5125,12,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,cf. hosei (cf. fragrans),untouched
758,19,76,9.8,1.725,13,0,0,0,0,0,0,0,0,0,1,0,0,Palaquium,pseudorostratum,untouched
759,10,76,6.2,1.725,6,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 2,untouched
760,8,71,32.7,5.1725,34.7073141933929,0,0,0,0,0,0,0,1,1,1,0,0,Xylopia,fusca,untouched
761,14,71,17.7,3.15,18,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
762,12,68,36.5,4.8125,30.4706632442122,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
763,11,65,10.1,1.575,13,0,0,0,0,0,0,0,0,0,0,0,0,Licania,splendens,untouched
764,10,63,21.5,3.6,17,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
765,8,63,12.7,1.55,10,0,0,0,0,0,1,1,0,0,1,0,0,Tetramerista,glabra,untouched
766,10,60,17.5,2.425,16,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
767,13,61,30.5,2.4375,29.2,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
768,13,60,11.8,1.6875,16,0,0,0,0,0,0,0,0,0,0,0,0,Isonandra,lanceolata,untouched
769,14,61,16.1,2.6,17.5,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
770,15,64,18.7,2.3375,17,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
771,16,63,9.6,1.8,12,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
772,19,65,13.1,1.225,7,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
773,18,62,17.4,2.2625,13,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
774,20,60,11.2,3.425,15,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
775,23,60,9.7,1.925,10,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
776,20,62,21.8,3.2625,19,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,squamatum,untouched
777,23,62,9.1,1.4375,8,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
778,21,62,7.8,1.375,10,0,0,0,0,0,0,0,0,0,0,0,0,Blumeodendron,tokbrai (elateriospermum),untouched
779,21,64,8.7,1.4375,10,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
780,23,64,7.5,1.55,16,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
781,24,64,7.5,1.575,7,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
782,26,63,9.8,1.545,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
783,21,67,28.7,3.075,6,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
784,25,67,25.5,5.15,28.5,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
785,27,67,21.6,4.6,24.5752398573752,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
786,28,66,7.3,2.8125,18,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
787,25,69,11.1,1.6,17,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
788,26,68,7.3,1.2875,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
789,23,72,11.7,2.375,17,1,0,0,0,0,0,0,0,0,1,1,0,Garcinia,bancana,untouched
790,20,72,6.9,1.5,10,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
791,24,74,15.5,2.15,18,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
792,27,74,8.2,1.45,11,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
793,25,75,39.4,3.75,31.121986485941,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
794,20,76,17.3,1.375,22.2623827915009,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. elliptica,untouched
795,20,77,9.5,1.575,11,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
796,20,78,7.2,4.25,9.5,0,0,0,0,0,0,0,0,0,1,1,0,Maasia (Polyalthia),hypoleuca,untouched
797,25,79,16.3,3.65,18,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
