"","x","y","dbh","crown","height","fruiting","genus","species"
"330",37.4,34.6,11.3,1.7,8,0,"Mesua","sp. 1"
"331",40,33.7,47,4.55,26.2534391197298,0,"Diospyros","areolata (bantamensis)"
"332",38.1,33.2,19.7,2.3,30.1,0,"Calophyllum","hosei"
"333",39.6,32.8,7.3,1.125,6.5,0,"Neoscortechinia","kingii"
"334",37.4,30.5,9.2,1.975,7,0,"Campnosperma","coriaceum"
"335",33.2,31,30.4,4.45,20.8137754961415,0,"Neoscortechinia","kingii"
"336",32.4,31.7,10.7,1.975,15,0,"Blumeodendron","tokbrai (elateriospermum)"
"337",28.5,29.7,9.8,2.25,12,0,"Mesua","sp. 1"
"338",29.55,30,9,2.025,12.5,0,"Elaeocarpus","mastersii"
"339",31,29.4,7.5,1.275,12,0,"Tetractomia","tetrandra"
"340",31.6,28.1,16.3,2.675,15,0,"Garcinia","bancana"
"341",33.5,27.2,27,3.7,21.2693198261184,0,"Isonandra","lanceolata"
"342",35.75,30.2,8,1.85,11,0,"Mesua","sp. 1"
"343",35.4,26.3,10.4,1.75,17,0,"Tetractomia","tetrandra"
"344",39.35,26.9,14.8,3.225,13,0,"Gymnacranthera","farquhariania"
"345",40,24.2,10.9,2.1,17,0,"Tetractomia","tetrandra"
"346",37.4,24.4,12.3,1.525,15,0,"Memecylon","sp. 1"
"347",37,22.5,9.1,1.1,17,0,"Drepananthus (Cyathocalyx)","biovulatus"
"348",37,21.15,17,2.05,18,0,"Madhuca","mottleyana"
"349",34.5,23.3,6.6,1.575,10,0,"Xylopia","cf. malayana"
"350",35,21.1,6,2.1,9,0,"Xylopia","cf. malayana"
"351",32.7,20.7,10,1.2,17,0,"Vatica","mangachapoi"
"353",30.7,21.7,16.2,2.725,14,0,"Memecylon","sp. 1"
"354",30.2,20.7,6.9,0.45,6,0,"Parartocarpus","venenosus"
"355",31.15,23.6,6.5,1.1,11,0,"Litsea","cf. elliptica"
"356",30.7,25.3,15,2.45,16,0,"Calophyllum","hosei"
"357",30.4,25.4,11,1.95,10,0,"Dactylocladus","stenostachys"
"358",28.2,27,26.5,3.775,18.785452402252,0,"Neoscortechinia","kingii"
"359",41.4,20.35,12.3,2.075,17,0,"Mesua","sp. 1"
"360",41.8,20.55,67,4.4,35.172377494775,0,"Combretocarpus","rotundatus"
"361",44.64,21.9,21.5,1.9375,20.5211401749564,0,"Aglaia","rubiginosa"
"362",46.84,21.6,24,2.85,22.0160808695445,0,"Xylopia","coriifolia"
"363",47.04,22.45,8,1.7275,11,0,"Litsea","sp. 1 cf. resinosa"
"364",48.14,23.6,9.5,2.875,12,0,"Elaeocarpus","mastersii"
"365",46.94,25.6,9.5,1.45,8,0,"Gymnacranthera","farquhariania"
"366",46.54,26.7,24,2.9,20.4489463767632,0,"Memecylon","sp. 1"
"367",43,27.5,24,3.15,23.8052691685134,0,"Calophyllum","sclerophyllum"
"368",42.7,27.7,49,4.825,24.0454340510326,0,"Vatica","mangachapoi"
"369",40.65,25.4,7,1.475,11,0,"Diospyros","areolata (bantamensis)"
"370",40.2,27,10,1.65,13,0,"Diospyros","areolata (bantamensis)"
"371",41.65,23.65,16,1.8,18,0,"Xylopia","cf. malayana"
"372",43.25,29.3,13,2.0875,11,0,"Neoscortechinia","kingii"
"373",44.2,30.6,32.5,2.625,27.51007850376,0,"Palaquium","ridleyii"
"374",44.85,30.2,21.5,2.375,18.1980826604279,0,"Calophyllum","hosei"
"375",46.85,29.9,6.8,1.2125,6,0,"Gonystylus","bancanus"
"376",44.6,29.7,7,1.35,12,0,"Madhuca","mottleyana"
"377",42,30.6,10.5,1.225,14,0,"Horsfieldia","crassifolia"
"378",43.7,33.5,20.5,3.375,19,0,"Neoscortechinia","kingii"
"379",45.3,32,10.5,1.375,11,0,"Myristica","lowiana"
"380",45.75,32.15,7.8,1.275,7.5,0,"Tetractomia","tetrandra"
"381",45.45,33.9,18.2,2.4,18,0,"Calophyllum","hosei"
"382",45.9,34.2,14.3,2.725,14,0,"Mesua","sp. 1"
"383",46.1,35.8,10.5,1.325,15,0,"Ilex","hypoglauca"
"384",46.25,37.9,19.8,2.1,17,0,"Mesua","sp. 1"
"385",45.6,37.6,15.4,1.925,15,0,"Gymnacranthera","farquhariania"
"386",44.4,39.2,7.7,1.68,10,0,"Horsfieldia","crassifolia"
"387",45.3,40,52.3,2.65,18,0,"Calophyllum","hosei"
"388",41.2,39.75,10.2,1.715,10,0,"Microcos (Grewia)","sp. 1"
"389",41.4,39.75,10.5,1.35,14,0,"Nephelium","maingayi"
"390",41.8,36.3,8.4,1.325,9.5,0,"Tetractomia","tetrandra"
"391",42.4,36,9.7,1.7675,15,0,"Syzygium","sp. 4"
"392",43.6,36.1,29.7,2.625,24.8,0,"Diospyros","areolata (bantamensis)"
"393",42.9,35.5,9.9,1.715,13,0,"Gymnacranthera","farquhariania"
"394",40,35.3,34.1,2.5,27.0440878410714,0,"Shorea","teysmanniana"
"395",49.1,32.7,8.9,1.2375,8,0,"Tetractomia","tetrandra"
"396",50.8,33.9,10,2.2575,8,0,"Isonandra","lanceolata"
"397",53.5,33.6,12.3,1.85,10,0,"Tetractomia","tetrandra"
"398",52.4,36.2,10.5,1.0225,8,0,"Tetractomia","tetrandra"
"399",54.5,32.1,7.5,0.7,6,0,"Magnolia","bintulensis"
"400",57.3,32.8,15.7,2.45,13,0,"Elaeocarpus","mastersii"
"401",56.4,31.4,14.9,0.925,13,0,"Horsfieldia","crassifolia"
"402",56.6,29.5,12.7,2.175,14,0,"Stemonurus","cf. scorpiodes"
"403",57.4,29.4,13.8,2.7875,14,0,"Nephelium","maingayi"
"404",54.85,29.5,9.6,0.85,8,0,"Horsfieldia","crassifolia"
"405",52.7,27,10.3,2.225,9,0,"Litsea","sp. 1 cf. resinosa"
"406",50.7,27.3,11.9,1.225,17,0,"Sandoricum","beccanarium"
"407",51.6,21.5,14.3,2.55,17,0,"Madhuca","mottleyana"
"408",50.7,24.9,9.5,2.075,15.5,0,"Shorea","teysmanniana"
"409",50.2,22.7,10.6,1.825,15.5,0,"Tetractomia","tetrandra"
"410",55.6,25.1,21.7,4.24,17,0,"Neoscortechinia","kingii"
"411",54.9,23.6,13.4,1.7825,17,0,"Santiria","cf. laevigata"
"412",54.6,23,7.3,0.65,9,0,"Ternstroemia","magnifica"
"413",57,23.1,26,4.175,19,0,"Shorea","teysmanniana"
"414",57.2,23.1,14.3,4.27,16,0,"Elaeocarpus","mastersii"
"415",54.6,20.7,7.6,0.6875,8,0,"Madhuca","mottleyana"
"416",58.1,22.3,10.8,1.65,10,0,"Horsfieldia","crassifolia"
"417",61.4,24.2,11.7,2.675,11,0,"Litsea","cf. elliptica"
"418",61.8,25.4,7.3,1.835,8,0,"Stemonurus","cf. scorpiodes"
"419",61.9,25.83,7.2,1.975,12,0,"Syzygium","sp. 4"
"420",63.5,25.5,26,4.3,19,0,"Calophyllum","sclerophyllum"
"421",63.3,24.9,6.7,1.46,9,0,"Gonystylus","bancanus"
"422",65.2,23.65,13.7,3.15,10,0,"Elaeocarpus","mastersii"
"423",65.3,21.4,8.3,0.6,8,0,"Gymnacranthera","farquhariania"
"424",65.3,27.6,6.6,1.025,8,0,"Gymnacranthera","farquhariania"
"425",67.6,27.15,12.2,1.7,18,0,"Ilex","hypoglauca"
"426",67.6,27.6,15.9,1.575,16,0,"Tetractomia","tetrandra"
"427",62.25,27.9,5.9,1.625,9,0,"Stemonurus","cf. scorpiodes"
"428",63.1,25,8.6,1.45,11,0,"Gonystylus","bancanus"
"429",65.7,29.6,10.2,1.6,12,0,"Gonystylus","bancanus"
"430",66.7,31.4,22.3,2.975,22.0153318950286,0,"Shorea","teysmanniana"
"431",66.2,32.8,11.3,1.825,12,0,"Syzygium","sp. 4"
"432",63.8,33.6,24.2,3.875,18,0,"Tetractomia","tetrandra"
"433",61.7,34.8,17.8,2.95,15,0,"Syzygium","sp. 1 cf. garcinifolia"
"434",65.5,36.6,8.7,1.575,11,0,"Gymnacranthera","farquhariania"
"435",64.6,36.8,7.7,1.125,10,0,"Palaquium","ridleyii"
"436",62.4,38.6,9.8,0.95,8,0,"Litsea","sp. 1 cf. resinosa"
"437",62.4,37.6,9.2,1.825,17,0,"Koompassia","malaccensis"
"438",61.1,37.7,7.4,0.7,3.5,0,"Gonystylus","bancanus"
"439",63.15,39.1,6.3,1.75,9,0,"Xylopia","cf. malayana"
"440",68.5,27.9,10.9,1.9,16,0,"Syzygium","sp. 4"
"441",69.5,36.9,12.3,1.815,16,0,"Diospyros","areolata (bantamensis)"
"442",70.5,36.8,16.2,2.825,17,0,"Garcinia","bancana"
"443",68.6,39,8.8,1.15,9,0,"Syzygium","sp. 4"
"444",70.6,39.1,17.5,1.8375,16,0,"Syzygium","sp. 4"
"445",71.7,38.1,7.5,1.775,14,0,"Campnosperma","squamatum"
"446",70.4,35.9,18.3,2.225,19,0,"Shorea","teysmanniana"
"447",71.4,36.2,15,2.225,17,0,"Xylopia","cf. malayana"
"448",73.5,37.1,12.8,2.875,14,0,"Elaeocarpus","mastersii"
"449",75.1,36.5,11.6,2.2425,17,0,"Blumeodendron","tokbrai (elateriospermum)"
"450",75.6,35.4,12.9,2.275,17,0,"Mesua","sp. 1"
"451",79.87,36.7,12.7,2.1,13,0,"Tetractomia","tetrandra"
"452",79.5,36.6,11.2,2.05,17,0,"Nephelium","maingayi"
"453",79.45,36.4,6.4,1.125,8,0,"Gymnacranthera","farquhariania"
"454",76.7,34,7.1,1.875,12,0,"Tetractomia","tetrandra"
"455",78.5,34,20.2,2.35,19.2,0,"Calophyllum","sclerophyllum"
"456",78.9,29.35,12.5,2.1375,13,0,"Campnosperma","coriaceum"
"457",79,31.8,6.9,1.375,13,0,"Xylopia","cf. malayana"
"458",75.4,31.35,7.1,1.725,16,0,"Nephelium","maingayi"
"459",75.4,31.2,19.5,4.2,17.7072727973611,0,"Campnosperma","squamatum"
"460",75.3,31.25,21.2,3.7,21.4910252669255,0,"Mesua","sp. 1"
"461",74.3,33.4,15,3.7,17,0,"Elaeocarpus","mastersii"
"462",70.1,31.8,33.4,2.95,30.694986075649,0,"Palaquium","leiocarpum"
"463",68.6,31.5,26.3,4.025,19.5907926710706,0,"Xylopia","fusca"
"464",68.6,31.35,10.7,1.55,17,0,"Shorea","teysmanniana"
"465",68.4,32.8,15,2.505,18,0,"Shorea","teysmanniana"
"466",69.8,29,12.6,1.95,12,0,"Combretocarpus","rotundatus"
"467",73,29.5,6.1,2.025,6,0,"Tetractomia","tetrandra"
"468",69.2,23,31.2,3.225,32.0418441578028,0,"Diospyros","areolata (bantamensis)"
"469",69.2,22.7,7,1.7,8,0,"Palaquium","cochlearifolium"
"470",70.7,24.6,17.6,2.825,18,0,"Elaeocarpus","mastersii"
"471",73.6,24,14.7,2.35,14,0,"Litsea","sp. 1 cf. resinosa"
"472",73.1,22,6.8,0.95,6.5,0,"Magnolia","bintulensis"
"473",74.9,25.45,7.8,1.675,7,0,"Nephelium","maingayi"
"474",76.7,26.1,6.5,1.35,6,0,"Mesua","sp. 1"
"475",76.6,25.95,10.6,1.075,8,0,"Palaquium","ridleyii"
"476",62.35,23.6,13.2,3.675,10,0,"Elaeocarpus","mastersii"
"477",82.8,20.75,7,1.625,10,0,"Palaquium","cochlearifolium"
"478",87.05,20.27,7.4,0.95,9,0,"Sandoricum","beccanarium"
"479",86.25,22.9,12,1.875,9,0,"Campnosperma","squamatum"
"480",86.55,23.2,10.2,2.225,10,0,"Syzygium","sp. 1 cf. garcinifolia"
"481",86.75,23.9,12.3,2.4,13,0,"Litsea","sp. 1 cf. resinosa"
"482",87.45,24.7,40.7,4.65,26,0,"Shorea","teysmanniana"
"483",86.15,26.8,7.9,1.725,11,0,"Tetractomia","tetrandra"
"484",83.25,26.7,10.4,3.3125,18,0,"Palaquium","pseudorostratum"
"485",82.65,26,7.8,0.125,7.5,0,"Dyera","polyphylla (lowii)"
"486",81.75,25.2,17.1,2.6775,13,0,"Mesua","sp. 1"
"487",80.8,23.4,14.1,2.1,17,0,"Mesua","sp. 1"
"488",80.45,23.2,17.8,2.9625,14,0,"Syzygium","sp. 1 cf. garcinifolia"
"489",80.2,27.8,6.3,1.25,11,0,"Syzygium","sp. 5 cf. zeylanicum"
"490",81.5,28.6,14,2.0625,10,0,"Gonystylus","bancanus"
"491",82.95,30.5,11,2.5025,17,0,"Tetractomia","tetrandra"
"492",81.45,33.3,14.4,2.0125,17,0,"Tetractomia","tetrandra"
"493",81.37,37.3,8.2,1.3125,7.5,0,"Gymnacranthera","farquhariania"
"494",82.75,34.7,7.5,1.65,11,0,"Syzygium","sp. 4"
"495",83.9,39.8,14.5,2.525,17,0,"Horsfieldia","crassifolia"
"496",86.8,39.2,14,2.825,16,0,"Horsfieldia","crassifolia"
"497",86.55,39.5,6.3,1.2825,8,0,"Licania","splendens"
"498",85.15,37.9,8.7,1.85,8,0,"Gonystylus","bancanus"
"499",86.9,34.15,15.3,2.5375,18,0,"Palaquium","pseudorostratum"
"500",86.5,34.5,15.4,2.0875,16,0,"Gymnacranthera","farquhariania"
"501",88.7,20,14,2.35,10,0,"Litsea","sp. 1 cf. resinosa"
"502",88.7,20.95,6.6,1.4125,8,0,"Palaquium","pseudorostratum"
"503",89.6,21.59,13.5,2.4,13,0,"Palaquium","cochlearifolium"
"504",88.3,24.2,16.2,2.3875,13,0,"Ternstroemia","magnifica"
"505",90.9,25,8,1.6375,12,0,"Tetractomia","tetrandra"
"506",91.6,25,12.5,1.9875,13.5,0,"Santiria","cf. laevigata"
"507",92.7,20.65,31.1,3.85,7.3,0,"Koompassia","malaccensis"
"508",94.6,21.95,17.7,3.0875,18,0,"Myristica","lowiana"
"509",95,22.35,12.5,2.625,16,0,"Campnosperma","squamatum"
"510",96.7,24.75,7.6,1.3375,9,0,"Madhuca","mottleyana"
"511",97.35,24.25,9.6,1.5125,7.5,0,"Magnolia","bintulensis"
"513",98.55,27.6,18.7,3.3375,14,0,"Neoscortechinia","kingii"
"514",98.55,28.5,19.6,1.9875,16,0,"Shorea","teysmanniana"
"518",97,27.8,6.1,0.8125,8,0,"Litsea","sp. 1 cf. resinosa"
"519",96.5,29.55,9,1.25,10,0,"Baccaurea","bracteata"
"520",94.4,29.55,17.9,2.1625,18,0,"Palaquium","pseudorostratum"
"521",94.2,27.85,6,1.8,7.5,0,"Litsea","sp. 1 cf. resinosa"
"522",91.6,30.9,20.3,2.4375,18,0,"Vatica","mangachapoi"
"523",91.8,31.9,29.7,3.975,20,0,"Diospyros","areolata (bantamensis)"
"524",92.8,31.65,9.6,1.7625,9.5,0,"Gymnacranthera","farquhariania"
"525",93.9,32,9.3,1.1375,11,0,"Mesua","sp. 1"
"526",88.85,30.65,8.6,1.55,11,0,"Palaquium","cochlearifolium"
"527",88.1,32.8,10.4,2.225,12,0,"Gonystylus","bancanus"
"528",88.8,34.5,14,1.675,17,0,"Isonandra","lanceolata"
"529",87.95,35.4,38.9,4.45,18,0,"Palaquium","ridleyii"
"530",87.7,35.5,14.6,2.875,17,0,"Santiria","cf. griffithi"
"531",89.55,33.7,6.6,1.75,8,0,"Garcinia","sp. 11"
"532",89.8,33.9,6.6,1.225,10,0,"Syzygium","sp. 4"
"533",3.8,40.42,13.8,1.8,12.5,0,"Palaquium","cochlearifolium"
"534",2.9,41.4,13,3.75,13,0,"Mesua","sp. 1"
"535",2.9,43.1,6.7,1.2,6,0,"Xylopia","fusca"
"536",1.07,43.27,6.8,1.075,5,0,"Mezzetia","umbellata"
"537",3.5,40.7,7.1,1.075,9,0,"Xerospermum","laevigatum / noronhianum"
"538",0.7,46.2,10.8,2.5,11,0,"Elaeocarpus","mastersii"
"539",0.5,46.4,13,2.425,13.5,0,"Blumeodendron","tokbrai (elateriospermum)"
"540",0,52.1,12,2.2,11,0,"Elaeocarpus","mastersii"
"541",1.6,53,13,2.775,15,0,"Litsea","cf. elliptica"
"542",1.3,56.1,7.5,1.55,8.5,0,"Maasia (Polyalthia)","hypoleuca"
"543",1.9,59.8,10.3,1.55,10.5,0,"Elaeocarpus","mastersii"
"544",5.9,58.9,8.7,1.075,5,0,"Myristica","lowiana"
"545",5.3,59.5,10.6,2.9,11.5,0,"Maasia (Polyalthia)","hypoleuca"
"546",7.6,56.6,7.6,1.075,9,0,"Dipterocarpus","borneensis"
"547",9.6,58.9,6,0.7,7.5,0,"Garcinia","bancana"
"548",9.2,57.6,14.1,2.4,17.5,0,"Calophyllum","hosei"
"549",7.9,54.6,6.9,2.075,7.5,0,"Elaeocarpus","mastersii"
"550",6.9,52.6,18.6,4.625,15.5,0,"Elaeocarpus","mastersii"
"551",5.8,54.8,11.7,1.7,12.5,0,"Nephelium","lappaceum"
"552",4.2,53.6,6.3,1.325,5.5,0,"Garcinia","sp. 4 parvifolia"
"553",2.8,44.5,46.3,6.175,29.5062094259639,0,"Calophyllum","sclerophyllum"
"554",3,46.1,19.9,3.475,16.5,0,"Campnosperma","coriaceum"
"555",4,44.5,18,2.875,16,0,"Tristaniopsis","sp. 4"
"556",5.1,46.7,10.8,2.125,11,0,"Mesua","sp. 1"
"557",6.8,41.3,41.3,4.925,29.4593184723454,0,"Shorea","teysmanniana"
"558",1.9,50,10.8,1.975,12,0,"Palaquium","pseudorostratum"
"559",8.4,44.8,9.3,0.875,8,0,"Tetractomia","tetrandra"
"560",9,43.4,33.2,3.075,27.0440878410714,0,"Shorea","teysmanniana"
"561",13.7,41.3,9.6,2.825,9.5,0,"Maasia (Polyalthia)","hypoleuca"
"562",14.8,41.3,10.6,2.55,7.5,0,"Xylopia","cf. malayana"
"563",20,43.7,30.3,4.75,21.0924053026726,0,"Diospyros","areolata (bantamensis)"
"564",20,44.8,34.6,6.025,26.6079081449839,0,"Palaquium","leiocarpum"
"565",17.3,47.2,32.7,5.325,27.2368490405924,0,"Madhuca","mottleyana"
"567",17.5,47.7,24.6,3.55,25.5,0,"Campnosperma","coriaceum"
"568",18.9,48.2,15.7,1.95,17.5,0,"Madhuca","mottleyana"
"569",18.1,50.2,11,1.775,12.5,0,"Blumeodendron","tokbrai (elateriospermum)"
"570",18.8,51.5,10.6,2.175,11,0,"Nephelium","lappaceum"
"571",16.8,50.6,16.3,2.425,14,0,"Palaquium","cochlearifolium"
"572",16.2,50.3,6.3,1.15,5.5,0,"Gymnacranthera","farquhariania"
"573",14.1,50.3,8.5,2.225,8.5,0,"Lithocarpus","conocarpus"
"574",14.6,52.5,12.9,2.425,15.5,0,"Sandoricum","beccanarium"
"575",14.4,52.1,6.6,1.25,7.5,0,"Tetractomia","tetrandra"
"576",16.1,52,9.6,1.9,11,0,"Tetractomia","tetrandra"
"577",13.6,52.6,8.5,1.025,10,0,"Lithocarpus","conocarpus"
"578",14,52.8,9.6,1.2,10.5,0,"Madhuca","mottleyana"
"579",14,55.9,7.7,0.8,9.5,0,"Dactylocladus","stenostachys"
"580",13.8,57.8,13.8,3.1,12.5,0,"Elaeocarpus","mastersii"
"581",15.2,55.9,8.8,0.425,11.5,0,"Palaquium","cochlearifolium"
"582",14.2,53.3,18.4,2.125,17.5,0,"Stemonurus","cf. scorpiodes"
"583",16.8,53.1,8.7,1.3,10.5,0,"Madhuca","mottleyana"
"584",19.5,53.5,11.7,2.25,13,0,"Tetractomia","tetrandra"
"585",18.7,58.6,44.7,5.325,30.375925385559,0,"Koompassia","malaccensis"
"586",15.6,58.6,30.6,3.2,27.5,0,"Madhuca","mottleyana"
"587",16.3,58.6,9.3,1.075,13.5,0,"Ilex","hypoglauca"
"588",18,58.5,12.3,1.8,11.5,0,"Madhuca","mottleyana"
"589",13,59.1,17.6,3.15,15,0,"Elaeocarpus","mastersii"
"590",20,40.85,15.2,2.1,13,0,"Stemonurus","cf. scorpiodes"
"591",21.2,41.5,8.6,1.3125,13,0,"Tetractomia","tetrandra"
"592",20.3,42.6,6.3,0.9625,14,0,"Tetractomia","tetrandra"
"593",21.7,42.5,31,4.95,25.2158964926248,0,"Syzygium","sp. 4"
"594",22.5,42.9,13,1.0625,16,0,"Tetractomia","tetrandra"
"595",22.75,41.3,11,2.05,15,0,"Syzygium","sp. 4"
"596",26.9,44,24.5,3.4,28.1736009145702,0,"Neoscortechinia","kingii"
"597",23.6,43.35,8.4,0.9,12,0,"Diospyros","sp. 1"
"598",22.3,43.95,15,2.95,14,0,"Calophyllum","soulattri"
"599",21.8,47.95,11.7,1.375,6.5,0,"Neoscortechinia","kingii"
"600",21,44.35,21.8,1.925,19.6840441796844,0,"Palaquium","cochlearifolium"
"601",23.3,45.95,14,1.85,20.7608638365046,0,"Calophyllum","cf. hosei (cf. fragrans)"
"602",23.5,43.85,27.5,2.375,22.0035002130533,0,"Campnosperma","coriaceum"
"603",24.8,46.65,9.3,2.35,12,0,"Lithocarpus","sp. 1 cf. dasystachys"
"604",24.5,49.65,11.3,1.8375,12,0,"Calophyllum","soulattri"
"605",26,50.9,8.5,1.2875,8,0,"Tetractomia","tetrandra"
"606",25.6,52.2,9.9,1.3,17,0,"Litsea","cf. grandis var. rufofusca (cf. rufo-fusca)"
"607",25.2,53.7,10.3,1.775,11,0,"Memecylon","sp. 1"
"608",25.05,54.3,6.4,1.25,11,0,"Santiria","sp. 1"
"609",22.9,55.4,36.3,2.45,21.485735056158,0,"Dactylocladus","stenostachys"
"610",21.4,55.6,15.7,3.05,17,0,"Maasia (Polyalthia)","hypoleuca"
"611",21,55.6,10.3,2.35,15,0,"Tetractomia","tetrandra"
"612",20.2,54.5,15.6,1.275,21.3821820247789,0,"Vatica","mangachapoi"
"613",20.8,56.6,6.3,0,4.5,0,"Garcinia","sp. 3"
"614",27,58.8,8.4,1.6375,16,0,"Xylopia","fusca"
"615",29.5,57.5,6.1,0.9625,16,0,"Lithocarpus","sp. 1 cf. dasystachys"
"616",29.5,54.4,9.1,1.85,11,0,"Nephelium","maingayi"
"617",35.6,56.9,15.7,2.75,13,0,"Elaeocarpus","mastersii"
"618",37.3,58.7,13.5,1.05,9,0,"Myristica","lowiana"
"619",31.5,57.1,8.2,1.05,9,0,"Neoscortechinia","kingii"
"620",37.4,55.5,23.4,3.7,17,0,"Diospyros","areolata (bantamensis)"
"621",33.7,54.3,6.7,1.7125,7,0,"Mesua","sp. 1"
"622",32.3,53.4,7.1,0.99,15,0,"Syzygium","sp. 4"
"623",31.6,52.1,7.1,0.425,15,0,"Diospyros","cf. evena"
"624",33.9,52.6,18.8,1.5625,15,0,"Palaquium","cochlearifolium"
"625",35.2,53.6,34.3,5.2,19,0,"Syzygium","sp. 4"
"626",36.1,53.6,22.9,3.625,17,0,"Neoscortechinia","kingii"
"627",38.2,51.3,8.8,1.45,10,0,"Syzygium","sp. 5 cf. zeylanicum"
"628",39.8,48.7,8.7,1.0625,12,0,"Dyera","polyphylla (lowii)"
"629",36.7,49.1,6.5,0.9,9,0,"Knema","intermedia"
"630",34.35,49.5,7.9,1.1,8,0,"Ternstroemia","magnifica"
"631",32.3,49.8,11.9,2.2,19,0,"Tetractomia","tetrandra"
"632",31.95,50.5,7.8,1.7875,14,0,"Lithocarpus","sp. 1 cf. dasystachys"
"633",31.6,49.2,10.9,1.4125,18,0,"Xylopia","fusca"
"634",33.65,49.45,10.2,1.2875,13,0,"Shorea","teysmanniana"
"635",33.45,47.3,7.8,1.2625,7,0,"Gonystylus","bancanus"
"636",36.4,47.8,21.7,2.8,23.9710078092554,0,"Palaquium","cochlearifolium"
"637",37.1,47.1,27.4,3.95,29.8534675617062,0,"Mesua","sp. 1"
"638",39,47,6.3,1.65,6.5,0,"Tetractomia","tetrandra"
"639",36.65,47.3,6.7,1.15,7,0,"Tetractomia","tetrandra"
"640",39.1,44.95,19.8,2.2,20.8137754961415,0,"Neoscortechinia","kingii"
"641",38.15,43.8,17,2.65,28.0641710650936,0,"Palaquium","cochlearifolium"
"642",38.6,42.9,12,0.975,16,0,"Madhuca","mottleyana"
"643",36.25,45.15,9.7,1.2625,12,0,"Madhuca","mottleyana"
"644",33.1,45.7,9.1,0.925,10,0,"Dyera","polyphylla (lowii)"
"645",32.9,45,12.1,2.475,12,0,"Tetractomia","tetrandra"
"646",29.5,44.8,11.1,2.1,12,0,"Garcinia","bancana"
"647",32.9,43.1,34.6,5.275,34.761083218395,0,"Calophyllum","hosei"
"648",31,41.9,9.5,1.65,15,0,"Tetractomia","tetrandra"
"649",33.8,41.8,15.8,2.3,17,0,"Syzygium","sp. 4"
"650",33.6,41.3,11.5,1.2625,16,0,"Memecylon","sp. 1"
"651",35.7,42.2,16.2,2.675,17,0,"Neoscortechinia","kingii"
"652",35.7,41.8,11.3,1.475,19,0,"Elaeocarpus","mastersii"
"653",40.58,40.9,17.5,2.225,18.5,0,"Xylopia","fusca"
"654",40.8,52,11.2,3.7,9,0,"Xylopia","fusca"
"655",40.8,40.4,9.2,1.15,12.5,0,"Syzygium","havilandii"
"656",43,41.6,19.1,2.425,20,0,"Aglaia","rubiginosa"
"657",40.1,43.6,7.5,1.65,6.5,0,"Xylopia","fusca"
"658",44.8,41.5,14.4,3.475,13.5,0,"Calophyllum","hosei"
"659",42.1,45.4,10.3,2.5,11,0,"Baccaurea","bracteata"
